Acronym,SAT ID,Launch,(expected) EOL,Satellite Programme,Agencies,Orbit,Altitude,Longitude,Inclination,Ect,Sat status,Payload,Last update
ResourceSat-2A,602,2016-12-07,2021-11-30,Satellite for Earth Resources,"ISRO
",SunSync,817 km,,,10:20 desc,Operational,"ACS-limb
ACS-nadir
ARMA-MP
BRLK “Briz”
GGAK-E/GALS-E (Meteor)
GGAK-E/SKIF-6 (Meteor)
GGAK-M/RIMS-M
GORIZONT-MP
IKFS-3
IKOR-M
MSU-MR-MP
MTVZA-GY-MP
SSPD",2021-10-22 14:08:53
FY-4A,120,2016-12-10,2022-11-30,Feng-Yun - 4,"CMA
NRSCC",GEO,35786 km,104.7 ° E,,,Operational,"IR (Meteor-1)
MSU-M
MSU-S
SHF
TV (Meteor-1)",2013-02-13 19:37:41
CYGNSS (8 sats),547,2016-12-15,2022-11-30,Cyclone Global Navigation Satellite System,"NASA
",DRIFT,500 km,,35°,,Operational,"IR (Meteor-1)
MSU-M
MSU-S
R10-M
SHF
SI-GDR",2013-02-13 19:48:07
ERG,715,2016-12-20,2021-11-30,Exploration of energization and Radiation in Geospace,"JAXA
",MAG,3000 km,,31°,,Operational,"MSU-M
MSU-S
R10-M
SHF
SI-GDR",2013-02-13 19:55:27
TANSAT,676,2016-12-21,2022-02-01,Scientific Exploratory Satellite for Atmospheric CO2,"MOST
CAS
CMA",SunSync,712 km,,,13:30 asc,Inactive,"MSU-M
MSU-S
R10-M
SI-GDR",2013-02-13 19:59:25
SuperView-1,716,2016-12-28,2021-11-30,SuperView also known as GaoJing,"SpacEyes
CAST",SunSync,534 km,,,10:30 desc,Operational,"MSS Fragment
MSU-E (Resurs-O1)
MSU-M
MSU-S
MSU-SK (Resurs)
R10-M",2013-02-13 20:09:09
SuperView-2,717,2016-12-28,2021-11-30,SuperView also known as GaoJing,"SpacEyes
CAST",SunSync,534 km,,,10:30 desc,Operational,"MSU-M
MSU-S
R10-M
SHF",2013-02-13 20:14:21
CartoSat-2D,594,2017-02-15,2021-11-30,Satellite for Cartography,"ISRO
",SunSync,515 km,,,09:30 desc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:39:12
ISS LIS,623,2017-02-19,2022-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,"DCS (Meteosat)
GEOS&R 
GERB
SEVIRI",2021-03-11 13:50:57
ISS SAGE-III,478,2017-02-19,2025-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,"DCS (Meteosat)
GEOS&R 
GERB
SEVIRI",2021-03-11 13:52:02
Sentinel-2B,399,2017-03-07,2023-11-30,Sentinel-2,"ESA
EC",SunSync,786 km,,,10:30 desc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:40:27
CartoSat-2E,660,2017-06-23,2021-11-30,Satellite for Cartography,"ISRO
",SunSync,505 km,,,09:29 desc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:41:03
CICERO,828,2017-06-23,2024-11-30,Community Initiative for Continuing Earth Radio Occultation,"GeoOptics
",SunSync,550 km,,,,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:41:43
KANOPUS-V-IK-1,212,2017-07-14,2021-11-30,KANOPUS Vulkan,"Roscosmos
RosHydroMet",SunSync,510 km,,,10:30 asc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:42:43
VENµS,449,2017-08-02,2021-11-30,Vegetation and Environment monitoring on a New Micro-Satellite,"CNES
ISA",SunSync,720 km,,,10:30 desc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:43:00
FORMOSAT-5,734,2017-08-24,2021-11-30,FORMOSAT,"NSPO
UCAR",SunSync,720 km,,,10:00 desc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:43:32
VRSS-2,735,2017-10-09,2021-11-30,Venezuelan Remote Sensing Satellite,"ABAE
CAST",SunSync,636 km,,,10:30 desc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:44:01
Sentinel-5P,402,2017-10-13,2023-11-30,Sentinel-5 precursor,"ESA
NSO",SunSync,824 km,,,13:30 desc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:44:30
SkySat-10,703,2017-10-31,2021-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:44:54
SkySat-11,704,2017-10-31,2021-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"DCS (Meteosat)
MVIRI",2021-03-11 13:45:21
SkySat-12,705,2017-10-31,2021-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"DCS (Meteosat)
MVIRI",2021-03-16 01:16:35
SkySat-13,706,2017-10-31,2021-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"DCS (Meteosat)
GEOS&R 
GERB
SEVIRI",2021-03-11 13:47:32
SkySat-8,701,2017-10-31,2021-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"DCS (Meteosat)
GEOS&R 
GERB
SEVIRI",2022-07-04 07:42:53
SkySat-9,702,2017-10-31,2021-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"DCS (Meteosat)
GEOS&R 
GERB
SEVIRI",2022-10-17 13:52:51
Mohammed VI-A,736,2017-11-08,2021-11-30,Mohammed VI,"CRTS
",SunSync,620 km,,,10:30 desc,Operational,"GEOS&R 
SEVIRI",2022-09-26 09:02:04
FY-3D,116,2017-11-14,2022-11-30,Feng-Yun - 3,"CMA
NRSCC",SunSync,836 km,,,13:29 asc,Operational,"A-DCS
AMSU-A
ASCAT
AVHRR/3
GOME-2
GRAS
HIRS/4
IASI
MHS
S&RSAT
SEM/MEPED
SEM/TED",2021-11-17 13:06:12
NOAA-20,208,2017-11-18,2026-11-30,Joint Polar Satellite System,"NOAA
NASA",SunSync,834 km,,,13:25 asc,Operational,"A-DCS
AMSU-A
ASCAT
AVHRR/3
GOME-2
GRAS
HIRS/4
IASI
MHS
S&RSAT
SEM/MEPED
SEM/TED",2022-05-03 15:24:47
Meteor-M N2-1,482,2017-11-28,2017-11-28,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,816.4 km,,,15:09 asc,Inactive,"A-DCS
AMSU-A
ASCAT
AVHRR/3
GOME-2
GRAS
IASI
MHS",2022-02-21 09:02:43
ISS TSIS-1,529,2017-12-15,2022-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,"3MI
IASI-NG
METimage
MWS
NGRM
RO
Sentinel-5",2022-02-21 13:59:18
GCOM-C,127,2017-12-23,2021-11-30,Global Change Observation Mission,"JAXA
",SunSync,798 km,,,10:30 asc,Operational,"3MI
IASI-NG
METimage
MWS
RO
Sentinel-5",2021-03-01 14:42:03
SuperView-3,718,2018-01-09,2022-11-30,SuperView also known as GaoJing,"SpacEyes
CAST",SunSync,500 km,,,10:30 desc,Operational,"3MI
IASI-NG
METimage
MWS
RO
Sentinel-5",2022-03-28 12:37:34
SuperView-4,719,2018-01-09,2022-11-30,SuperView also known as GaoJing,"SpacEyes
CAST",SunSync,500 km,,,10:30 desc,Operational,"A-DCS
ICI 
MWI (MetOp-SG)
NGRM
RO
SCA (Scatterometer)",2022-02-21 13:59:57
CartoSat-2F,738,2018-01-12,2022-11-30,Satellite for Cartography,"ISRO
",SunSync,505 km,,,09:37 desc,Operational,"A-DCS
ICI 
MWI (MetOp-SG)
RO
SCA (Scatterometer)",2022-03-28 12:54:38
ASNARO-2,468,2018-01-17,2022-11-30,Advanced Satellite with new system ARchitecture for Observation,"USEF
METI
NEC",SunSync,500 km,,,06:00 desc,Operational,"A-DCS
ICI 
MWI (MetOp-SG)
RO
SCA (Scatterometer)",2022-03-28 12:55:18
SES-14,712,2018-01-25,2021-11-30,Société Européenne des Satellites,"SES
",GEO,35786 km,47.5 ° W,,,Operational,MicroCarb,2022-06-27 14:29:51
KANOPUS-V3,730,2018-02-01,2022-11-30,KANOPUS Vulkan,"Roscosmos
RosHydroMet",SunSync,510 km,,,10:30 asc,Operational,MIMAN,2022-10-17 08:11:31
KANOPUS-V4,732,2018-02-01,2022-11-30,KANOPUS Vulkan,"Roscosmos
RosHydroMet",SunSync,510 km,,,10:30 asc,Operational,,2016-06-30 21:43:40
SEOSAR/Paz,360,2018-02-22,2022-11-30,Satélite Español de Observación SAR (also Paz),"MDE
CDTI",SunSync,514 km,,,06:00 asc,Operational,"AFG
ASPOC (MMS)
DFG
DP
EDI (MMS)
EIS (MSS)
FEEPS
FPI
HPCA
SCM (MMS)",2022-01-03 11:42:07
GOES-17,664,2018-03-01,2028-11-30,Geostationary Operational Environmental Satellite - 3rd generation,"NOAA
NASA",GEO,35786 km,137.2 ° W,,,Operational,"AFG
ASPOC (MMS)
DFG
DP
EDI (MMS)
EIS (MSS)
FEEPS
FPI
HPCA
SCM (MMS)",2022-03-21 10:56:02
GF-1-02,741,2018-03-31,2021-11-30,Gao Fen,"CNSA
",SunSync,640 km,,,10:30 desc,Operational,"AFG
ASPOC (MMS)
DFG
DP
EDI (MMS)
EIS (MSS)
FEEPS
FPI
HPCA
SCM (MMS)",2022-01-03 11:42:37
GF-1-03,742,2018-03-31,2021-11-30,Gao Fen,"CNSA
",SunSync,640 km,,,10:30 desc,Operational,"AFG
ASPOC (MMS)
DFG
DP
EDI (MMS)
EIS (MSS)
FEEPS
FPI
HPCA
SCM (MMS)",2022-01-03 11:42:50
GF-1-04,743,2018-03-31,2021-11-30,Gao Fen,"CNSA
",SunSync,640 km,,,10:30 desc,Operational,HiRI,2018-02-22 18:44:11
ISS ASIM,745,2018-04-02,2021-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,HiRI,2019-03-23 17:31:08
Sentinel-3B,802,2018-04-25,2024-11-30,Sentinel-3,"ESA
EC
EUMETSAT",SunSync,814.5 km,,,10:00 desc,Operational,"MS (Monitor)
PAN (Monitor-E)",2015-07-28 19:52:00
GF-5,609,2018-05-08,2019-11-30,Gao Fen,"CNSA
",SunSync,705 km,,,13:30 asc,Inactive,"MESSR
MSR
VTIR",2015-07-28 19:53:25
ISS RainCube,789,2018-05-21,2020-12-22,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Inactive,"MESSR
MSR
VTIR",2013-02-22 17:12:36
ISS TEMPEST-D,922,2018-05-21,2021-06-22,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,400 km,,51.6°,,Operational,"DCS (Meteosat)
FCI
GEOS&R 
LI
NGRM",2022-10-17 09:54:19
GRACE-FO (2 sats),159,2018-05-22,2022-11-30,Gravity Recovery and Climate Experiment,"NASA
DLR",DRIFT,490 km,,89°,,Operational,"DCS (Meteosat)
FCI
GEOS&R 
LI
NGRM",2022-02-21 13:57:35
GF-6,746,2018-06-02,2025-11-30,Gao Fen,"CNSA
",SunSync,640 km,,,10:30 desc,Operational,"DCS (Meteosat)
FCI
GEOS&R 
LI
NGRM",2022-02-21 13:56:47
FY-2H,112,2018-06-05,2021-11-30,Feng-Yun - 2,"CMA
NRSCC",GEO,35786 km,79 ° E,,,Operational,"DCS (Meteosat)
FCI
GEOS&R 
LI
NGRM",2022-02-21 13:56:28
ISS DESIS,628,2018-06-29,2022-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,,,51.6°,,Operational,"IRS
NGRM
Sentinel-4",2022-02-21 13:56:05
ISS ECOSTRESS,634,2018-06-29,2021-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,"IRS
NGRM
Sentinel-4",2022-02-22 14:36:23
GF-11,765,2018-07-31,2025-11-30,Gao Fen,"CNSA
",SunSync,412 km,,,10:30 desc,Operational,NACHOS-Imager,2022-07-04 09:47:17
Parker Solar Probe,577,2018-08-12,2024-11-30,Parker Solar Probe,"NASA
",Solar,,,3.4°,,Operational,NACHOS-Imager,2022-08-01 09:48:26
Aeolus,4,2018-08-22,2022-11-30, Aeolus,"ESA
",SunSync,320 km,,,06:00 desc,Operational,MADPI,2021-11-25 14:56:53
HY-1C,174,2018-09-07,2023-11-30,Hai Yang 1,"NSOAS
CAST",SunSync,785 km,,,10:30 desc,Operational,"SAR-L (NISAR)
SAR-S (NISAR) ",2022-09-26 10:12:30
ICESat-2,178,2018-09-15,2022-11-30,"Ice, Cloud and land Elevation Satellite","NASA
",DRIFT,481 km,,94°,,Operational,SLIM6,2015-07-28 19:54:35
NovaSAR-S,767,2018-09-16,2024-11-30,NovaSAR-S,"SSTL
UKSA",SunSync,580 km,,,10:30 asc,Operational,"MRI
VHRI",2021-12-29 21:54:56
SSTL-S1 4,766,2018-09-16,2024-11-30,Beijing-2 Constellation,"SSTL
21AT
UKSA",SunSync,630 km,,,10:30 asc,Operational,SLIM6,2021-12-29 21:58:10
SAOCOM-1A,386,2018-10-08,2022-11-30,SAtélite Argentino de Observación COn Microondas,"CONAE
",SunSync,620 km,,,06:00 asc,Operational,"APT
AVCS
HRIR",2015-07-28 19:58:16
HY-2B,555,2018-10-25,2022-11-30,Hai Yang 2,"NSOAS
CAST",SunSync,973 km,,,06:00 desc,Operational,"APT
AVCS
HRIR
MRIR",2015-07-28 20:00:06
CFOSAT,545,2018-10-29,2021-11-30,Chinese-French Oceanography Satellite,"CNSA
CNES",SunSync,500 km,,,07:00 desc,Operational,"HRIR
IDCS
IRIS-B
IRLS
MRIR
MUSE
SIRS-A",2015-07-28 20:01:29
DubaiSat-3,773,2018-10-29,2022-11-30,DubaiSat,"EIAST
",SunSync,613 km,,,10:30 desc,Operational,"BUV
FWS
IDCS
IRIS-D
IRLS
MUSE
SCR (Nimbus-4)
SIRS-B
THIR",2015-07-28 20:15:28
GOSAT-2,606,2018-10-29,2022-11-30,Greenhouse gas Observing Satellite,"JAXA
MOE",SunSync,613 km,,,13:00 desc,Operational,"ESMR (Nimbus-5)
ITPR
NEMS
SCMR
SCR (Nimbus-5)
THIR",2015-07-28 20:16:32
Metop-C,308,2018-11-07,2026-11-30,EUMETSAT Polar System,"EUMETSAT
ESA",SunSync,817 km,,,09:31 desc,Operational,"ERB
ESMR (Nimbus-6)
HIRS
LRIR
PMR
SCAMS
THIR
TWERLE",2015-07-28 20:17:27
Mohammed VI-B,737,2018-11-21,2022-11-30,Mohammed VI,"CRTS
",SunSync,620 km,,,10:30 desc,Operational,"CZCS
ERB
LIMS
SAM-II
SAMS
SBUV
SMMR
THIR
TOMS",2015-07-28 20:18:22
BlackSky-1,776,2018-11-29,2021-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,"ALI
Hyperion
LAC",2017-07-19 13:26:18
HySIS,769,2018-11-29,2022-11-30,Hyper Spectral Imaging Spectrometer,"ISRO
",SunSync,630 km,,,10:34 desc,Operational,"APT
AVCS
FPR
SPM
SR",2015-07-28 20:20:45
BlackSky-2,777,2018-12-03,2021-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,"AVHRR
Argos
ERBE (NOAA)
HIRS/2
MSU
S&RSAT
SBUV/2
SEM/MEPED
SEM/TED",2020-03-23 17:31:36
Capella,893,2018-12-03,2039-11-30,Capella,"Capella
",SunSync,500 km,,,10:30 desc,Operational,"AVHRR/2
Argos
HIRS/2
MSU
S&RSAT
SBUV/2
SSU",2021-03-19 07:14:50
CSIM,726,2018-12-03,2022-01-31,Compact Spectral Irradiance Monitor,"NASA
",DRIFT,587 km,,97.7°,,Inactive,"AVHRR/2
Argos
HIRS/2
MSU
SEM/MEPED
SEM/TED",2020-03-23 17:32:23
ICEYE,829,2018-12-03,2039-11-30,ICEYE,"ICEYE
ESA",SunSync,600 km,,,TBD,Operational,"AVHRR/2
Argos
HIRS/2
MSU
S&RSAT
SBUV/2
SEM/MEPED
SEM/TED",2021-03-19 00:49:31
SkySat-14,739,2018-12-03,2022-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"AVHRR/2
Argos
HIRS/2
MSU
S&RSAT
SBUV/2
SEM/MEPED
SEM/TED
SSU",2019-11-29 22:46:29
SkySat-15,740,2018-12-03,2022-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"AMSU-A
AMSU-B
AVHRR/3
DCS/2
HIRS/3
S&RSAT
SEM/MEPED
SEM/TED",2022-10-03 10:03:56
GEO-KOMPSAT-2A,34,2018-12-04,2028-11-30,"Communication, Oceanography and Meteorology Satellite","KMA
KARI
ME (NIER)
MLTM",GEO,35786 km,128.2 ° E,,,Operational,"AMSU-A
AMSU-B
AVHRR/3
DCS/2
HIRS/3
S&RSAT
SBUV/2
SEM/MEPED
SEM/TED",2019-10-25 17:35:56
ISS GEDI,633,2018-12-05,2022-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,"AMSU-A
AMSU-B
AVHRR/3
DCS/2
HIRS/3
S&RSAT
SBUV/2
SEM/MEPED
SEM/TED",2019-10-25 18:26:54
KANOPUS-V5,770,2018-12-27,2022-11-30,KANOPUS Vulkan,"Roscosmos
RosHydroMet",SunSync,510 km,,,10:30 asc,Operational,"AMSU-A
AVHRR/3
DCS/2
HIRS/4
MHS
S&RSAT
SBUV/2
SEM/MEPED
SEM/TED",2022-10-03 08:35:54
KANOPUS-V6,771,2018-12-27,2022-11-30,KANOPUS Vulkan,"Roscosmos
RosHydroMet",SunSync,510 km,,,10:30 asc,Operational,"A-DCS
AMSU-A
AVHRR/3
HIRS/4
MHS
S&RSAT
SBUV/2
SEM/MEPED
SEM/TED",2022-10-03 08:36:23
EgyptSat-A,768,2019-02-21,2023-11-30,EgyptSat,"NARSS
",SunSync,668 km,,,10:30 desc,Operational,"SPM
SR
VHRR (NOAA)
VTPR",2015-07-28 20:34:44
PRISMA,363,2019-03-22,2023-11-30,PRecursore IperSpettrale della Missione Applicativa,"ASI
",SunSync,615 km,,,10:30 desc,Operational,"ATMS
CERES
CrIS
OMPS-nadir
VIIRS",2022-10-17 13:49:06
ISS OCO-3,624,2019-05-04,2021-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,"SPM
SR
VHRR (NOAA)
VTPR",2015-07-28 20:35:25
RISAT-2B,778,2019-05-22,2023-11-30,Radar Imaging Satellite,"ISRO
",DRIFT,555 km,,37°,,Operational,"SPM
SR
VHRR (NOAA)
VTPR",2015-07-28 20:36:09
Jilin-1,674,2019-06-05,2029-11-30,Jilin,"CRESDA
",SunSync,528 km,,,10:30 asc,Operational,"SPM
SR
VHRR (NOAA)
VTPR",2015-07-28 20:37:15
RCM-1,370,2019-06-12,2025-11-30,RadarSat Constellation Mission,"CSA
",SunSync,592 km,,,06:00 desc,Operational,"AVHRR
Argos
HIRS/2
MSU
SEM/MEPED
SEM/TED
SSU",2015-07-28 20:38:17
RCM-2,970,2019-06-12,2025-11-30,RadarSat Constellation Mission,"CSA
",SunSync,592 km,,,06:00 desc,Operational,"AVHRR/2
Argos
HIRS/2
MSU
SEM/MEPED
SEM/TED
SSU",2015-07-28 20:39:21
RCM-3,971,2019-06-12,2025-11-30,RadarSat Constellation Mission,"CSA
",SunSync,592 km,,,06:00 desc,Operational,"AVHRR
Argos
HIRS/2
MSU
S&RSAT
SEM/MEPED
SEM/TED
SSU",2015-07-28 20:40:30
COSMIC-2,450,2019-06-25,2025-11-30,"Constellation Observing System for Meteorology, Ionosphere & Climate","NSPO
NOAA
UCAR",DRIFT,520 km,,24°,,Operational,"AVHRR/2
Argos
ERBE (NOAA)
HIRS/2
MSU
S&RSAT
SBUV/2
SEM/MEPED
SEM/TED
SSU",2015-07-28 20:41:35
BlackSky-3,785,2019-06-28,2021-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,S-SAR,2019-10-27 13:21:12
Meteor-M N2-2,483,2019-07-05,2023-11-30,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,821 km,,,15:00 asc,Operational,ÑuSat-Imager,2022-05-30 08:14:10
Falcon-Eye 1,780,2019-07-11,2019-07-11,Falcon-Eye,"EIAST
",SunSync,610 km,,,10:30 desc,Inactive,,2017-01-14 10:50:57
EDRS-C,931,2019-08-06,2033-11-30,European Data Relay System,"ESA
Airbus",GEO,35786 km,31 ° E,,,Operational,,2017-01-14 10:52:53
BlackSky-4,788,2019-08-19,2021-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,,2017-03-12 13:44:27
ZY-1-2D,790,2019-09-12,2023-11-30,Zi Yuan 1-2,"CAST
CRESDA",SunSync,781 km,,,10:30 desc,Operational,,2017-03-12 13:45:58
GF-10,798,2019-10-04,2026-11-30,Gao Fen,"CNSA
",SunSync,613 km,,,10:30 desc,Operational,BRLK “Briz”,2022-01-12 17:41:27
ICON,632,2019-10-11,2023-11-30, Ionospheric Connection Explorer ,"NASA
",DRIFT,575 km,,27°,,Operational,BRLK “Briz”,2022-01-12 17:42:25
GF-7,775,2019-11-03,2026-11-30,Gao Fen,"CNSA
",SunSync,500 km,,,10:30 desc,Operational,BRLK “Briz”,2022-01-12 17:43:13
CartoSat-3,24,2019-11-27,2023-11-30,Satellite for Cartography,"ISRO
",SunSync,450 km,,,09:30 desc,Operational,BRLK “Briz”,2022-01-12 17:44:03
GF-12,808,2019-11-27,2026-11-30,Gao Fen,"CNSA
",SunSync,635 km,,,06:00 desc,Operational,"MSMR
OCM (OceanSat-1)",2019-10-29 15:53:58
ISS HISUI,807,2019-12-05,2021-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,"OCM (OceanSat-2)
OSCAT
ROSA (OceanSat)",2022-01-02 22:28:37
RISAT-2BR1,783,2019-12-11,2023-11-30,Radar Imaging Satellite,"ISRO
",DRIFT,555 km,,37°,,Operational,"A-DCS
OCM (OceanSat-3)
OSCAT-3
SSTM",2022-10-17 11:02:21
CSG-1,40,2019-12-18,2025-11-30,COSMO-SkyMed Second Generation,"ASI
",SunSync,619 km,,,05:46 asc,Operational,"OCM (OceanSat-3)
OSCAT-3
SSTM",2022-06-27 15:05:45
CBERS-4B,774,2019-12-20,2022-11-30,China-Brazil Earth Resources Satellite,"CAST
AEB
CRESDA
INPE",SunSync,778 km,,,10:30 asc,Operational,OCO ,2015-07-28 20:47:53
Electro-L N3,474,2019-12-24,2028-11-30,Electro,"RosHydroMet
Roscosmos",GEO,35786 km,76 ° E,,,Operational,OCO ,2021-06-14 11:34:56
Solar Orbiter,548,2020-02-10,2029-11-30,Solar Orbiter,"ESA
NASA",Solar,N/A km,,25°,,Operational,"OSIRIS
SMR",2021-04-16 15:29:28
GEO-KOMPSAT-2B,35,2020-02-18,2030-11-30,"Communication, Oceanography and Meteorology Satellite","KMA
KARI
ME (NIER)
MLTM",GEO,35786 km,128.2 ° E,,,Operational,"Delta-2D
Kondor-2
MSU-M
MSU-SK (Okean)
MSU-V
R225
R600
RLSBO
Trasser",2015-07-28 20:50:27
GF-9-02,833,2020-05-31,2027-11-30,Gao Fen,"CNSA
",SunSync,650 km,,,10:30 desc,Operational,"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)",2019-10-22 01:49:33
HY-1D,175,2020-06-10,2025-11-30,Hai Yang 1,"NSOAS
CAST",SunSync,798 km,,,13:30 asc,Operational,"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)",2019-10-22 01:50:18
SkySat-16,835,2020-06-13,2024-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)
Trasser",2019-10-22 01:51:18
SkySat-17,837,2020-06-13,2024-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)",2019-10-22 01:51:55
SkySat-18,838,2020-06-13,2024-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)",2019-10-22 01:52:31
GF-9-03,834,2020-06-17,2027-11-30,Gao Fen,"CNSA
",SunSync,650 km,,,10:30 desc,Operational,"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)",2019-10-22 01:53:01
ZY-3-03,863,2020-07-25,2024-11-30,Zi Yuan - 3,"CAST
CRESDA",SunSync,506 km,,,10:30 desc,Operational,"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)",2019-10-22 01:53:32
GF-9-04,869,2020-08-06,2027-11-30,Gao Fen,"CNSA
",SunSync,640 km,,,10:30 desc,Operational,"GPS/MET
OTD",2015-08-24 18:58:23
BlackSky-5,797,2020-08-07,2021-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,SeaWiFS,2015-07-28 20:59:34
BlackSky-6,891,2020-08-07,2021-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,490 km,,,10:30 desc,Operational,OHRIS,2015-07-28 21:00:20
SkySat-19,865,2020-08-18,2024-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"OHIS
OHRIS",2015-07-28 21:01:45
SkySat-20,866,2020-08-18,2024-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"ASC
CPD
FVM
OVM
TRSR (Ørsted)",2017-07-22 17:23:30
SkySat-21,867,2020-08-18,2024-11-30,Sky Satellite,"Planet
",SunSync,500 km,,,13:30 asc,Operational,"OCI
Polarimeters",2022-03-21 15:16:02
GF-9-05,877,2020-08-23,2027-11-30,Gao Fen,"CNSA
",SunSync,640 km,,,10:30 desc,Operational,POLDER,2015-07-28 21:35:09
GNOMES-1,901,2020-08-30,2020-11-30,GNSS Navigation and Occultation Measurement Satellites,"PlanetiQ
",SunSync,600 km,,,TBD,Inactive,"FIELDS
ISIS-EPI
SWEAPI
WISPR",2022-03-21 10:58:12
SAOCOM-1B,387,2020-08-30,2024-11-30,SAtélite Argentino de Observación COn Microondas,"CONAE
",SunSync,620 km,,,06:00 asc,Operational,GeoSTAR,2018-06-20 23:22:21
GF-11-02,879,2020-09-07,2027-11-30,Gao Fen,"CNSA
",SunSync,415 km,,,10:30 desc,Operational,"ISR
SWS",2018-12-06 03:28:44
HY-2C,556,2020-09-21,2024-11-30,Hai Yang 2,"NSOAS
CAST",DRIFT,1336 km,,66°,,Operational,"ISR
SWS",2018-12-06 03:37:07
HJ-2A,880,2020-09-27,2024-11-30,Huan Jing,"CRESDA
CAST",SunSync,650 km,,,10:30 desc,Operational,NAOMI (KazEOSat),2017-08-03 12:14:28
HJ-2B,882,2020-09-27,2024-11-30,Huan Jing,"CRESDA
CAST",SunSync,650 km,,,10:30 desc,Operational,"PREMOS
SODISM
SOVAP",2017-01-05 01:09:31
GF-13,884,2020-10-11,2027-11-30,Gao Fen,"CNSA
",GEO,35786 km,118 ° E,,,Operational,HiRI,2020-02-26 13:47:07
EOS-01,805,2020-11-07,2024-11-30,Radar Imaging Satellite,"ISRO
",DRIFT,555 km,,37°,,Operational,HiRI,2020-02-25 13:22:56
